# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 310         3.596       51.442      8.00        Vlissingen  
# FG        : Etmaalgemiddelde windsnelheid (in 0.1 m/s) / Daily mean windspeed (in 0.1 m/s)
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# RH        : Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm) / Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm)
STN,YYYYMMDD,FG,TG,RH
  310,20120331,   62,   73,   -1
  310,20120401,   36,   62,    0
  310,20120402,   27,   85,    0
  310,20120403,   21,   95,   -1
  310,20120404,   37,   88,   -1
  310,20120405,   59,   69,    0
  310,20120406,   37,   64,    9
  310,20120407,   50,   66,    1
  310,20120408,   57,   74,   15
  310,20120409,  100,   94,   59
  310,20120410,   67,   92,   15
  310,20120411,   47,   78,   23
  310,20120412,   33,   76,    0
  310,20120413,   24,   71,    0
  310,20120414,   51,   77,    0
  310,20120415,   85,   73,   12
  310,20120416,   48,   61,    9
  310,20120417,  106,   58,   24
  310,20120418,   96,   76,   42
  310,20120419,   94,   83,   49
  310,20120420,   58,   83,   47
  310,20120421,   61,   77,   35
  310,20120422,   74,   91,    5
  310,20120423,   92,   88,   12
  310,20120424,   47,   92,    0
  310,20120425,  108,   96,   21
  310,20120426,  108,  111,   54
  310,20120427,   60,  116,   -1
  310,20120428,   75,  101,   87
  310,20120429,   64,  121,    9
  310,20120430,   48,  147,   57
  310,20120501,   43,  136,   53
  310,20120502,   39,   99,  181
  310,20120503,   48,  105,    0
  310,20120504,   42,   95,    1
  310,20120505,   51,   89,   12
  310,20120506,   60,   89,    0
  310,20120507,   53,  111,    0
  310,20120508,   55,  127,   28
  310,20120509,   44,  139,   84
  310,20120510,   86,  160,   84
  310,20120511,   80,  123,   -1
  310,20120512,   40,   94,    0
  310,20120513,   27,  103,    0
  310,20120514,   78,  107,   39
  310,20120515,   76,   93,   14
  310,20120516,   56,   97,    7
  310,20120517,   50,  116,    0
  310,20120518,   59,  134,    0
  310,20120519,   44,  140,    0
  310,20120520,   55,  117,   47
  310,20120521,   73,  126,    0
  310,20120522,   65,  135,    0
  310,20120523,   45,  132,    0
  310,20120524,   31,  181,    0
  310,20120525,   72,  205,    0
  310,20120526,   59,  204,    0
  310,20120527,   48,  202,    0
  310,20120528,   36,  175,    0
  310,20120529,   37,  154,    0
  310,20120530,   34,  156,    0
  310,20120531,   78,  152,   15
  310,20120601,   40,  141,    0
  310,20120602,   43,  137,    1
  310,20120603,   62,  100,  242
  310,20120604,   61,  103,  228
  310,20120605,   37,  128,   14
  310,20120606,   77,  146,   87
  310,20120607,   59,  158,   35
  310,20120608,  129,  148,    5
  310,20120609,  115,  137,   -1
  310,20120610,   33,  147,   -1
  310,20120611,   41,  147,   87
  310,20120612,   50,  142,    0
  310,20120613,   36,  122,   14
  310,20120614,   40,  144,    0
  310,20120615,   73,  161,   59
  310,20120616,   87,  163,   11
  310,20120617,   68,  155,    0
  310,20120618,   51,  150,  137
  310,20120619,   31,  153,    0
  310,20120620,   46,  175,    0
  310,20120621,   74,  174,  112
  310,20120622,  118,  151,   40
  310,20120623,   89,  153,    0
  310,20120624,   92,  148,   89
  310,20120625,   56,  154,    0
  310,20120626,   25,  178,    0
  310,20120627,   60,  180,    0
  310,20120628,   59,  206,   -1
  310,20120629,   53,  183,    3
  310,20120630,   64,  177,   22
  310,20120701,   90,  151,   10
  310,20120702,   47,  170,    0
  310,20120703,   27,  186,    3
  310,20120704,   42,  201,   95
  310,20120705,   31,  193,   53
  310,20120706,   59,  175,  181
  310,20120707,   56,  180,   74
  310,20120708,   77,  169,   45
  310,20120709,   89,  167,    0
  310,20120710,   73,  161,    0
  310,20120711,  112,  158,    8
  310,20120712,   68,  151,   69
  310,20120713,   82,  158,   53
  310,20120714,   69,  150,  191
  310,20120715,   56,  153,  107
  310,20120716,  112,  153,   64
  310,20120717,   95,  170,   15
  310,20120718,  108,  167,   62
  310,20120719,   93,  161,   38
  310,20120720,   28,  156,   -1
  310,20120721,   28,  149,    3
  310,20120722,   19,  168,    0
  310,20120723,   27,  207,    0
  310,20120724,   27,  216,    0
  310,20120725,   32,  215,    0
  310,20120726,   40,  218,    0
  310,20120727,   33,  200,  109
  310,20120728,   34,  178,    0
  310,20120729,   75,  163,   12
  310,20120730,   90,  158,    0
  310,20120731,   63,  163,    0
  310,20120801,   41,  200,   41
  310,20120802,   62,  181,    7
  310,20120803,   48,  180,   25
  310,20120804,   45,  181,   10
  310,20120805,   30,  187,   30
  310,20120806,   89,  171,    3
  310,20120807,   92,  165,    1
  310,20120808,   45,  168,   19
  310,20120809,   27,  179,    0
  310,20120810,   39,  178,    0
  310,20120811,   51,  186,    0
  310,20120812,   49,  199,    0
  310,20120813,   33,  203,   23
  310,20120814,   18,  206,    0
  310,20120815,   70,  212,    0
  310,20120816,   36,  190,    0
  310,20120817,   51,  223,    0
  310,20120818,   37,  243,    0
  310,20120819,   41,  229,    1
  310,20120820,   51,  201,    0
  310,20120821,   47,  196,   -1
  310,20120822,   87,  181,    0
  310,20120823,   42,  177,   -1
  310,20120824,   39,  188,   26
  310,20120825,  102,  180,    4
  310,20120826,   83,  173,   59
  310,20120827,   64,  187,   10
  310,20120828,   60,  187,    1
  310,20120829,   65,  185,    5
  310,20120830,   73,  161,   70
  310,20120831,   81,  148,   56
  310,20120901,   35,  158,    0
  310,20120902,   53,  169,    8
  310,20120903,   25,  185,   27
  310,20120904,   25,  184,    0
  310,20120905,   42,  174,    0
  310,20120906,   35,  166,    0
  310,20120907,   56,  170,    0
  310,20120908,   26,  186,    0
  310,20120909,   35,  203,    0
  310,20120910,   62,  189,    0
  310,20120911,   74,  168,   34
  310,20120912,   67,  147,   99
  310,20120913,   63,  147,    3
  310,20120914,   96,  160,    4
  310,20120915,   47,  156,    0
  310,20120916,   68,  157,    0
  310,20120917,   68,  163,    0
  310,20120918,   73,  149,   11
  310,20120919,   66,  134,    0
  310,20120920,   60,  137,    0
  310,20120921,   37,  140,   22
  310,20120922,   39,  128,   42
  310,20120923,   70,  117,  176
  310,20120924,  106,  148,  108
  310,20120925,  100,  141,   17
  310,20120926,   86,  144,   -1
  310,20120927,   58,  133,    2
  310,20120928,   80,  141,    1
  310,20120929,   64,  138,    4
  310,20120930,   68,  130,    0
  310,20121001,   75,  143,    8
  310,20121002,   73,  149,    4
  310,20121003,   91,  132,  159
  310,20121004,   74,  125,  122
  310,20121005,   88,  136,  112
  310,20121006,   45,  122,   60
  310,20121007,   23,  121,    0
  310,20121008,   50,  117,   10
  310,20121009,   30,  112,    0
  310,20121010,   35,  115,    0
  310,20121011,   69,  120,   47
  310,20121012,  101,  123,   60
  310,20121013,   67,   97,  171
  310,20121014,   63,   97,  168
  310,20121015,   73,  111,   33
  310,20121016,  102,  118,   23
  310,20121017,   88,  127,   21
  310,20121018,   44,  143,  103
  310,20121019,   37,  151,   18
  310,20121020,   37,  139,   44
  310,20121021,   59,  127,   86
  310,20121022,   29,  152,    0
  310,20121023,   31,  148,    0
  310,20121024,   45,  131,    8
  310,20121025,   47,  114,   -1
  310,20121026,   65,   71,    1
  310,20121027,   51,   58,   35
  310,20121028,   63,   77,   -1
  310,20121029,   92,   88,  150
  310,20121030,   51,   88,   27
  310,20121031,   87,   94,    0
  310,20121101,  111,   88,   57
  310,20121102,  106,   68,   39
  310,20121103,   88,   79,   28
  310,20121104,   87,   75,   75
  310,20121105,   50,   78,   39
  310,20121106,   75,   88,   24
  310,20121107,   87,  103,    5
  310,20121108,   71,  100,    8
  310,20121109,   65,   96,    1
  310,20121110,   58,  100,   42
  310,20121111,   59,   78,    1
  310,20121112,   80,   69,    8
  310,20121113,   55,   90,    6
  310,20121114,   31,   91,    0
  310,20121115,   27,   54,    0
  310,20121116,   48,   48,    0
  310,20121117,   63,   70,   11
  310,20121118,   23,   81,   24
  310,20121119,   53,   71,    0
  310,20121120,   79,   97,    0
  310,20121121,  106,   80,    5
  310,20121122,   98,   81,    0
  310,20121123,   65,   78,   30
  310,20121124,   56,   71,   38
  310,20121125,  135,  102,    5
  310,20121126,   79,   90,    4
  310,20121127,   52,   79,    2
  310,20121128,   48,   73,   19
  310,20121129,   35,   53,   52
  310,20121130,   41,   54,    1
  310,20121201,   74,   42,   53
  310,20121202,   60,   43,  103
  310,20121203,   81,   54,   58
  310,20121204,   74,   63,   15
  310,20121205,   38,   35,   54
  310,20121206,   73,   29,   12
  310,20121207,   80,   24,  106
  310,20121208,   45,   20,    0
  310,20121209,  106,   65,   84
  310,20121210,   65,   40,   50
  310,20121211,   38,   18,    2
  310,20121212,   67,   13,    0
  310,20121213,   57,    9,   -1
  310,20121214,  101,   64,   65
  310,20121215,   95,   78,   21
  310,20121216,   76,   69,   19
  310,20121217,   65,   64,   22
  310,20121218,   37,   59,   31
  310,20121219,   48,   55,    0
  310,20121220,  103,   47,   95
  310,20121221,   53,   71,   -1
  310,20121222,   93,   76,  237
  310,20121223,  120,  102,   66
  310,20121224,   85,   92,   60
  310,20121225,  100,   85,   60
  310,20121226,  100,   80,   32
  310,20121227,   70,   75,   78
  310,20121228,   74,   78,   31
  310,20121229,  117,   98,   13
  310,20121230,  117,   76,   11
  310,20121231,  133,   90,   29
  310,20130101,   81,   77,   37
  310,20130102,   63,   74,    7
  310,20130103,   80,   88,   11
  310,20130104,   62,   85,    6
  310,20130105,   44,   81,    2
  310,20130106,   44,   81,    0
  310,20130107,   55,   67,   -1
  310,20130108,   74,   71,    0
  310,20130109,   51,   66,   38
  310,20130110,   32,   60,    0
  310,20130111,   50,   25,   -1
  310,20130112,   71,   16,   -1
  310,20130113,   59,   -3,    0
  310,20130114,   64,   -7,   96
  310,20130115,   56,   -6,    2
  310,20130116,   23,  -22,   -1
  310,20130117,   24,  -55,   -1
  310,20130118,   78,  -14,   -1
  310,20130119,   76,  -27,   -1
  310,20130120,   76,  -37,   30
  310,20130121,   54,    5,    3
  310,20130122,   40,  -16,    0
  310,20130123,   40,  -44,    0
  310,20130124,   39,  -26,    0
  310,20130125,   49,  -33,    0
  310,20130126,   85,   -3,   38
  310,20130127,  108,   44,   54
  310,20130128,  102,   53,   15
  310,20130129,  129,   96,  152
  310,20130130,  132,   83,   76
  310,20130131,  127,   68,    4
  310,20130201,   58,   53,  129
  310,20130202,   70,   48,   17
  310,20130203,   84,   50,   24
  310,20130204,   99,   67,    1
  310,20130205,  104,   41,   73
  310,20130206,   63,   40,   50
  310,20130207,   61,   32,   86
  310,20130208,   35,   23,   29
  310,20130209,   46,   16,    9
  310,20130210,  107,   12,    0
  310,20130211,   86,   -2,    1
  310,20130212,   46,   -7,    0
  310,20130213,   40,    5,    0
  310,20130214,   83,    9,   28
  310,20130215,   41,   49,   -1
  310,20130216,   19,   42,   -1
  310,20130217,   35,   22,    0
  310,20130218,   29,   30,    0
  310,20130219,   29,   30,   -1
  310,20130220,   69,   11,    0
  310,20130221,   66,   -5,   -1
  310,20130222,   74,  -10,    0
  310,20130223,   74,  -10,    0
  310,20130224,   68,    4,   37
  310,20130225,   63,   21,   10
  310,20130226,   53,   29,    0
  310,20130227,   53,   12,    0
  310,20130228,   38,   18,    0
  310,20130301,   45,   33,    1
  310,20130302,   27,   29,    0
  310,20130303,   24,   39,    0
  310,20130304,   64,   49,    0
  310,20130305,   52,   78,    0
  310,20130306,   38,  101,   -1
  310,20130307,   35,   89,   29
  310,20130308,   31,  100,   92
  310,20130309,   63,   51,   91
  310,20130310,   61,   14,   24
  310,20130311,  100,  -13,    3
  310,20130312,   94,  -14,   -1
  310,20130313,   35,   11,    2
  310,20130314,   40,   15,    1
  310,20130315,   95,   22,   10
  310,20130316,  117,   52,    6
  310,20130317,   82,   55,    7
  310,20130318,   49,   46,   21
  310,20130319,   40,   38,    1
  310,20130320,   47,   19,   24
  310,20130321,   27,   26,    0
  310,20130322,   98,   23,    0
  310,20130323,  112,    3,   16
  310,20130324,   91,  -11,   75
  310,20130325,   81,    5,    0
  310,20130326,   67,    8,    0
  310,20130327,   49,   13,    0
  310,20130328,   53,    9,   -1
  310,20130329,   30,    9,   -1
  310,20130330,   47,   12,    0
  310,20130331,   40,   18,   -1
  310,20130401,   68,   30,    0
  310,20130402,   77,   33,    0
  310,20130403,   74,   30,    0
  310,20130404,   76,   31,   -1
  310,20130405,   78,   36,    0
  310,20130406,   59,   42,    0
  310,20130407,   35,   45,    0
  310,20130408,   50,   59,    0
  310,20130409,   37,   57,   12
  310,20130410,   45,   54,   23
  310,20130411,   70,   65,   57
  310,20130412,   84,   77,   34
  310,20130413,   78,   90,   19
  310,20130414,   81,  124,    2
  310,20130415,   48,  100,    9
  310,20130416,   75,  101,   -1
  310,20130417,   68,  115,   -1
  310,20130418,  123,   97,    0
  310,20130419,   71,   74,    1
  310,20130420,   59,   70,    0
  310,20130421,   35,   73,    0
  310,20130422,   57,   81,    0
  310,20130423,   60,   99,   10
  310,20130424,   59,   98,    0
  310,20130425,   30,  134,    0
  310,20130426,   49,   71,   32
  310,20130427,   48,   70,    0
  310,20130428,   34,   73,    0
  310,20130429,   68,   85,   -1
  310,20130430,   58,   92,    0
  310,20130501,   68,  104,    0
  310,20130502,   50,  107,   26
  310,20130503,   36,  116,    0
  310,20130504,   74,  106,    4
  310,20130505,   34,  115,    0
  310,20130506,   35,  128,    0
  310,20130507,   34,  144,   -1
  310,20130508,   50,  128,   91
  310,20130509,   75,  119,   -1
  310,20130510,  105,  116,    1
  310,20130511,   96,  106,   25
  310,20130512,   87,   97,   42
  310,20130513,  112,  110,   29
  310,20130514,   75,   99,   45
  310,20130515,   79,  112,   12
  310,20130516,   41,   92,   54
  310,20130517,   45,   87,   44
  310,20130518,   38,  106,    0
  310,20130519,   55,  116,    0
  310,20130520,   23,  101,  138
  310,20130521,   65,   91,   19
  310,20130522,   56,   96,  122
  310,20130523,   54,   74,   49
  310,20130524,   50,   68,  153
  310,20130525,   60,   88,   22
  310,20130526,   66,  107,   44
  310,20130527,   50,  125,    0
  310,20130528,   57,  133,   73
  310,20130529,   60,  101,   56
  310,20130530,   44,  113,    1
  310,20130531,   70,  115,    0
  310,20130601,   58,  100,    0
  310,20130602,   49,  115,    0
  310,20130603,   62,  110,    0
  310,20130604,   55,  120,    0
  310,20130605,   54,  142,    0
  310,20130606,   58,  162,    0
  310,20130607,   57,  162,    0
  310,20130608,   78,  136,    0
  310,20130609,   74,  122,    0
  310,20130610,   30,  118,    0
  310,20130611,   27,  151,   -1
  310,20130612,   65,  163,   15
  310,20130613,  108,  149,    8
  310,20130614,   54,  146,    0
  310,20130615,  110,  145,   15
  310,20130616,   57,  140,   -1
  310,20130617,   55,  180,   -1
  310,20130618,   31,  199,   -1
  310,20130619,   47,  180,    7
  310,20130620,   38,  192,   13
  310,20130621,   91,  154,  106
  310,20130622,  103,  150,   27
  310,20130623,  112,  147,   12
  310,20130624,   51,  123,   30
  310,20130625,   30,  138,    4
  310,20130626,   33,  142,   61
  310,20130627,   53,  133,    1
  310,20130628,   58,  146,  116
  310,20130629,   46,  148,    3
  310,20130630,   65,  166,    0
  310,20130701,   69,  154,    0
  310,20130702,   38,  162,   92
  310,20130703,   65,  160,   76
  310,20130704,   59,  169,    0
  310,20130705,   45,  169,    0
  310,20130706,   35,  198,    0
  310,20130707,   50,  203,    0
  310,20130708,   60,  194,    0
  310,20130709,   54,  181,    0
  310,20130710,   68,  166,   -1
  310,20130711,   55,  151,    0
  310,20130712,   35,  147,    0
  310,20130713,   30,  163,    0
  310,20130714,   25,  183,    0
  310,20130715,   25,  191,    0
  310,20130716,   29,  199,    0
  310,20130717,   38,  209,    0
  310,20130718,   54,  202,    0
  310,20130719,   63,  209,    0
  310,20130720,   49,  187,    0
  310,20130721,   32,  225,    0
  310,20130722,   27,  248,    0
  310,20130723,   32,  235,    0
  310,20130724,   50,  204,    1
  310,20130725,   40,  215,    3
  310,20130726,   27,  209,  148
  310,20130727,   39,  208,  245
  310,20130728,   70,  206,    0
  310,20130729,   75,  199,    0
  310,20130730,  100,  181,   12
  310,20130731,   65,  198,    0
  310,20130801,   47,  236,    0
  310,20130802,   44,  233,    0
  310,20130803,   70,  197,    0
  310,20130804,   35,  198,    0
  310,20130805,   51,  213,    2
  310,20130806,   52,  190,    0
  310,20130807,   47,  170,   37
  310,20130808,   33,  178,    0
  310,20130809,   53,  184,    5
  310,20130810,   50,  179,    0
  310,20130811,   79,  179,    0
  310,20130812,   55,  179,    0
  310,20130813,   61,  169,   -1
  310,20130814,   40,  176,    0
  310,20130815,   57,  187,    0
  310,20130816,   57,  198,    0
  310,20130817,   67,  198,    1
  310,20130818,   79,  190,   38
  310,20130819,   50,  181,    2
  310,20130820,   26,  186,    0
  310,20130821,   24,  199,    0
  310,20130822,   23,  185,   57
  310,20130823,   36,  211,    3
  310,20130824,   46,  188,   50
  310,20130825,   47,  190,    0
  310,20130826,   50,  197,    0
  310,20130827,   35,  194,   -1
  310,20130828,   39,  188,    0
  310,20130829,   37,  190,    0
  310,20130830,   65,  182,    0
  310,20130831,   50,  171,    7
  310,20130901,   61,  162,    0
  310,20130902,   73,  179,    0
  310,20130903,   27,  194,    0
  310,20130904,   28,  212,    0
  310,20130905,   39,  229,    0
  310,20130906,   46,  184,   27
  310,20130907,   42,  174,   -1
  310,20130908,   30,  163,  122
  310,20130909,   54,  130,  151
  310,20130910,   89,  141,  224
  310,20130911,   63,  151,  148
  310,20130912,   41,  154,    8
  310,20130913,   60,  152,   64
  310,20130914,   64,  156,   62
  310,20130915,   78,  144,   26
  310,20130916,   88,  133,   23
  310,20130917,   72,  119,  160
  310,20130918,   45,  135,   23
  310,20130919,   73,  138,   29
  310,20130920,   49,  151,    0
  310,20130921,   43,  150,    0
  310,20130922,   43,  163,   -1
  310,20130923,   25,  166,    0
  310,20130924,   28,  157,    0
